SNAPSHOT_DATE|SNAPSHOT_MONTH_KEY|ACCOUNT_ID|CUSTOMER_ID|BRANCH_ID|PRODUCT_ID|OPENING_BALANCE|CLOSING_BALANCE|TOTAL_DEBITS|TOTAL_CREDITS|DEBIT_COUNT|CREDIT_COUNT|FEES_CHARGED|INTEREST_CHARGED|CURRENCY_CODE|ETL_BATCH_ID
2025-08-31|202508|ACCT-NO-100017|1009|103|1|86690.88|91104.03|5433.22|9846.37|10|7|39.66|136.66|NOK|20240019
2025-09-30|202509|ACCT-NO-100017|1009|103|1|84491.56|91552.43|4241.94|11302.81|11|3|22.33|137.33|NOK|20240020
2025-10-31|202510|ACCT-NO-100017|1009|103|1|82292.24|92000.83|3050.66|12759.25|5|4|25.0|138.0|NOK|20240021
2025-11-30|202511|ACCT-NO-100017|1009|103|1|107092.92|102449.23|9859.38|5215.69|6|5|42.67|153.67|NOK|20240022
2025-12-31|202512|ACCT-NO-100017|1009|103|1|104893.6|102897.63|8668.1|6672.13|7|6|45.35|154.35|NOK|20240023
2024-01-31|202401|ACCT-NO-100018|1009|103|5|72477.98|77584.44|4067.55|9174.01|5|3|23.88|116.38|NOK|20240000
2024-02-29|202402|ACCT-NO-100018|1009|103|5|71278.66|79032.84|2876.27|10630.45|6|4|26.55|118.55|NOK|20240001
2024-03-31|202403|ACCT-NO-100018|1009|103|5|97079.34|90481.24|9684.99|3086.89|7|5|44.22|135.72|NOK|20240002
2024-04-30|202404|ACCT-NO-100018|1009|103|5|95880.02|91929.64|8493.71|4543.33|8|6|46.89|137.89|NOK|20240003
2024-05-31|202405|ACCT-NO-100018|1009|103|5|94680.69|93378.03|7302.43|5999.77|9|7|29.57|140.07|NOK|20240004
2024-06-30|202406|ACCT-NO-100018|1009|103|5|93481.37|94826.43|6111.15|7456.21|10|3|32.24|142.24|NOK|20240005
2024-07-31|202407|ACCT-NO-100018|1009|103|5|92282.05|96274.83|4919.87|8912.65|11|4|34.91|144.41|NOK|20240006
2024-08-31|202408|ACCT-NO-100018|1009|103|5|91082.73|97723.23|3728.59|10369.09|5|5|37.58|146.58|NOK|20240007
2024-09-30|202409|ACCT-NO-100018|1009|103|5|89883.41|99171.63|2537.31|11825.53|6|6|20.26|148.76|NOK|20240008
2024-10-31|202410|ACCT-NO-100018|1009|103|5|115684.09|110620.03|9346.03|4281.97|7|7|37.93|165.93|NOK|20240009
2024-11-30|202411|ACCT-NO-100018|1009|103|5|114484.77|112068.43|8154.75|5738.41|8|3|40.6|168.1|NOK|20240010
2024-12-31|202412|ACCT-NO-100018|1009|103|5|113285.45|113516.83|6963.47|7194.85|9|4|43.28|170.28|NOK|20240011
2025-01-31|202501|ACCT-NO-100018|1009|103|5|112086.13|114965.23|5772.19|8651.29|10|5|25.95|172.45|NOK|20240012
2025-02-28|202502|ACCT-NO-100018|1009|103|5|110886.81|116413.63|4580.91|10107.73|11|6|28.62|174.62|NOK|20240013
2025-03-31|202503|ACCT-NO-100018|1009|103|5|109687.49|117862.03|3389.63|11564.17|5|7|31.29|176.79|NOK|20240014
2025-04-30|202504|ACCT-NO-100018|1009|103|5|135488.17|129310.43|10198.35|4020.61|6|3|48.97|193.97|NOK|20240015
2025-05-31|202505|ACCT-NO-100018|1009|103|5|134288.84|130758.83|9007.06|5477.05|7|4|31.64|196.14|NOK|20240016
2025-06-30|202506|ACCT-NO-100018|1009|103|5|133089.52|132207.23|7815.78|6933.49|8|5|34.31|198.31|NOK|20240017
2025-07-31|202507|ACCT-NO-100018|1009|103|5|131890.2|133655.63|6624.5|8389.93|9|6|36.98|200.48|NOK|20240018
2025-08-31|202508|ACCT-NO-100018|1009|103|5|130690.88|135104.03|5433.22|9846.37|10|7|39.66|202.66|NOK|20240019
2025-09-30|202509|ACCT-NO-100018|1009|103|5|129491.56|136552.43|4241.94|11302.81|11|3|22.33|204.83|NOK|20240020
2025-10-31|202510|ACCT-NO-100018|1009|103|5|128292.24|138000.83|3050.66|12759.25|5|4|25.0|207.0|NOK|20240021
2025-11-30|202511|ACCT-NO-100018|1009|103|5|154092.92|149449.23|9859.38|5215.69|6|5|42.67|224.17|NOK|20240022
2025-12-31|202512|ACCT-NO-100018|1009|103|5|152893.6|150897.63|8668.1|6672.13|7|6|45.35|226.35|NOK|20240023
2024-01-31|202401|ACCT-NO-100019|1010|204|1|116482.32|109623.08|9698.47|2839.23|5|3|34.43|164.43|NOK|20240000
2024-02-29|202402|ACCT-NO-100019|1010|204|1|116283.0|112071.48|8507.19|4295.67|6|4|37.11|168.11|NOK|20240001
2024-03-31|202403|ACCT-NO-100019|1010|204|1|116083.68|114519.88|7315.91|5752.11|7|5|39.78|171.78|NOK|20240002
2024-04-30|202404|ACCT-NO-100019|1010|204|1|115884.36|116968.28|6124.63|7208.55|8|6|42.45|175.45|NOK|20240003
2024-05-31|202405|ACCT-NO-100019|1010|204|1|115685.04|119416.68|4933.35|8664.99|9|7|25.13|179.13|NOK|20240004
2024-06-30|202406|ACCT-NO-100019|1010|204|1|115485.72|121865.08|3742.07|10121.43|10|3|27.8|182.8|NOK|20240005
2024-07-31|202407|ACCT-NO-100019|1010|204|1|115286.4|124313.48|2550.79|11577.87|11|4|30.47|186.47|NOK|20240006
2024-08-31|202408|ACCT-NO-100019|1010|204|1|142087.07|136761.88|9359.5|4034.31|5|5|48.14|205.14|NOK|20240007
2024-09-30|202409|ACCT-NO-100019|1010|204|1|141887.75|139210.28|8168.22|5490.75|6|6|30.82|208.82|NOK|20240008
2024-10-31|202410|ACCT-NO-100019|1010|204|1|141688.43|141658.68|6976.94|6947.19|7|7|33.49|212.49|NOK|20240009
2024-11-30|202411|ACCT-NO-100019|1010|204|1|141489.11|144107.08|5785.66|8403.63|8|3|36.16|216.16|NOK|20240010
2024-12-31|202412|ACCT-NO-100019|1010|204|1|141289.79|146555.48|4594.38|9860.07|9|4|38.83|219.83|NOK|20240011
2025-01-31|202501|ACCT-NO-100019|1010|204|1|141090.47|149003.88|3403.1|11316.51|10|5|21.51|223.51|NOK|20240012
2025-02-28|202502|ACCT-NO-100019|1010|204|1|167891.15|161452.28|10211.82|3772.95|11|6|39.18|242.18|NOK|20240013
2025-03-31|202503|ACCT-NO-100019|1010|204|1|167691.83|163900.68|9020.54|5229.39|5|7|41.85|245.85|NOK|20240014
2025-04-30|202504|ACCT-NO-100019|1010|204|1|167492.51|166349.08|7829.26|6685.83|6|3|44.52|249.52|NOK|20240015
2025-05-31|202505|ACCT-NO-100019|1010|204|1|167293.19|168797.48|6637.98|8142.27|7|4|27.2|253.2|NOK|20240016
2025-06-30|202506|ACCT-NO-100019|1010|204|1|167093.87|171245.88|5446.7|9598.71|8|5|29.87|256.87|NOK|20240017
2025-07-31|202507|ACCT-NO-100019|1010|204|1|166894.55|173694.28|4255.42|11055.15|9|6|32.54|260.54|NOK|20240018
2025-08-31|202508|ACCT-NO-100019|1010|204|1|166695.23|176142.68|3064.14|12511.59|10|7|35.21|264.21|NOK|20240019
2025-09-30|202509|ACCT-NO-100019|1010|204|1|193495.91|188591.08|9872.86|4968.03|11|3|32.89|282.89|NOK|20240020
2025-10-31|202510|ACCT-NO-100019|1010|204|1|193296.59|191039.48|8681.58|6424.47|5|4|35.56|286.56|NOK|20240021
2025-11-30|202511|ACCT-NO-100019|1010|204|1|193097.27|193487.88|7490.3|7880.91|6|5|38.23|290.23|NOK|20240022
2025-12-31|202512|ACCT-NO-100019|1010|204|1|192897.95|195936.28|6299.02|9337.35|7|6|40.9|293.9|NOK|20240023
2024-01-31|202401|ACCT-NO-100020|1010|204|10|141482.32|134623.08|9698.47|2839.23|5|3|34.43|201.93|NOK|20240000
2024-02-29|202402|ACCT-NO-100020|1010|204|10|142283.0|138071.48|8507.19|4295.67|6|4|37.11|207.11|NOK|20240001
2024-03-31|202403|ACCT-NO-100020|1010|204|10|143083.68|141519.88|7315.91|5752.11|7|5|39.78|212.28|NOK|20240002
2024-04-30|202404|ACCT-NO-100020|1010|204|10|143884.36|144968.28|6124.63|7208.55|8|6|42.45|217.45|NOK|20240003
2024-05-31|202405|ACCT-NO-100020|1010|204|10|144685.04|148416.68|4933.35|8664.99|9|7|25.13|222.63|NOK|20240004
2024-06-30|202406|ACCT-NO-100020|1010|204|10|145485.72|151865.08|3742.07|10121.43|10|3|27.8|227.8|NOK|20240005
2024-07-31|202407|ACCT-NO-100020|1010|204|10|146286.4|155313.48|2550.79|11577.87|11|4|30.47|232.97|NOK|20240006
2024-08-31|202408|ACCT-NO-100020|1010|204|10|174087.07|168761.88|9359.5|4034.31|5|5|48.14|253.14|NOK|20240007
2024-09-30|202409|ACCT-NO-100020|1010|204|10|174887.75|172210.28|8168.22|5490.75|6|6|30.82|258.32|NOK|20240008
2024-10-31|202410|ACCT-NO-100020|1010|204|10|175688.43|175658.68|6976.94|6947.19|7|7|33.49|263.49|NOK|20240009
2024-11-30|202411|ACCT-NO-100020|1010|204|10|176489.11|179107.08|5785.66|8403.63|8|3|36.16|268.66|NOK|20240010
2024-12-31|202412|ACCT-NO-100020|1010|204|10|177289.79|182555.48|4594.38|9860.07|9|4|38.83|273.83|NOK|20240011
2025-01-31|202501|ACCT-NO-100020|1010|204|10|178090.47|186003.88|3403.1|11316.51|10|5|21.51|279.01|NOK|20240012
2025-02-28|202502|ACCT-NO-100020|1010|204|10|205891.15|199452.28|10211.82|3772.95|11|6|39.18|299.18|NOK|20240013
2025-03-31|202503|ACCT-NO-100020|1010|204|10|206691.83|202900.68|9020.54|5229.39|5|7|41.85|304.35|NOK|20240014
2025-04-30|202504|ACCT-NO-100020|1010|204|10|207492.51|206349.08|7829.26|6685.83|6|3|44.52|309.52|NOK|20240015
2025-05-31|202505|ACCT-NO-100020|1010|204|10|208293.19|209797.48|6637.98|8142.27|7|4|27.2|314.7|NOK|20240016
2025-06-30|202506|ACCT-NO-100020|1010|204|10|209093.87|213245.88|5446.7|9598.71|8|5|29.87|319.87|NOK|20240017
2025-07-31|202507|ACCT-NO-100020|1010|204|10|209894.55|216694.28|4255.42|11055.15|9|6|32.54|325.04|NOK|20240018
2025-08-31|202508|ACCT-NO-100020|1010|204|10|210695.23|220142.68|3064.14|12511.59|10|7|35.21|330.21|NOK|20240019
2025-09-30|202509|ACCT-NO-100020|1010|204|10|238495.91|233591.08|9872.86|4968.03|11|3|32.89|350.39|NOK|20240020
2025-10-31|202510|ACCT-NO-100020|1010|204|10|239296.59|237039.48|8681.58|6424.47|5|4|35.56|355.56|NOK|20240021
2025-11-30|202511|ACCT-NO-100020|1010|204|10|240097.27|240487.88|7490.3|7880.91|6|5|38.23|360.73|NOK|20240022
2025-12-31|202512|ACCT-NO-100020|1010|204|10|240897.95|243936.28|6299.02|9337.35|7|6|40.9|365.9|NOK|20240023
